"","Nombre","Altitud(msnm)","Superficie(km2)","Poblacion(hab)","Densidad_pob(hab/km2)","Latitud","Longitud","Pais"
"15852","La Cerollera",840,33.75,93,2.76,40.8398906,-0.0550993,"España"
"15853","Vaz/Obervaz",1214,42.45,2694,63.46,46.716388888889,9.55,"Suiza"
"15854","Alcolea de las Peñas",1003,16.85,13,0.77,41.210555555556,-2.7836111111111,"España"
"15855","Veciana",653,38.89,182,4.68,41.658333333333,1.4894444444444,"España"
"15856","Chaptuzat",394,8.24,494,59.95,46.031768,3.178239,"Francia"
"15857","Aldeanueva de Santa Cruz",1162,8.48,118,13.92,40.381666666667,-5.4194444444444,"España"
"15858","Algodre",662,18.18,148,8.14,41.5667182,-5.6036991,"España"
"15859","Fuente-Olmedo",791,13.56,34,2.51,41.243333333333,-4.6472222222222,"España"
"15860","San Vito di Cadore",1051,61,1865,28,46.45,12.216666666667,"Italia"
"15861","Saint-Priest-la-Roche",425,13.5,350,25.93,45.912777777778,4.0936111111111,"Francia"
"15862","Parzonería General de Encía",968,20,0,0,42.793333,-2.344444,"España"
"15863","Masquières",57,12.31,181,14.7,44.203055555556,0.61861111111111,"Francia"
"15864","Laroque-Timbaut",209,21.64,1721,79.53,44.283055555556,0.76194444444444,"Francia"
"15865","Veendam",-1,78.68,27491,365,53.1,6.8833333333333,"Paises Bajos"
"15866","Loire-Authion",20,113.66,15702,138.15,47.4138888889,-0.317777777778,"Francia"
"15867","Villar del Cobo",1419,54.13,164,3.03,40.395555555556,-1.6738888888889,"España"
"15868","Buitrago",975,26.5,1884,71.09,40.991944444444,-3.6388888888889,"España"
"15869","Étuz",221,5.3,655,123.58,47.349769,5.939089,"Francia"
"15870","Vallejera",818,18.325,43,2.35,42.182222222222,-4.1513888888889,"España"
"15871","Bonson",370,5.15,3941,765.2,43.862777777778,7.19,"Francia"
"15872","Wertheim",170,138.64,22780,164.32,49.75,9.5166694444444,"Alemania"
"15873","Vieilles-Maisons-sur-Joudry",124,16.46,638,38.76,47.885833333333,2.4447222222222,"Francia"
"15874","La Flotte",5,12.32,2762,224.19,46.186944444444,-1.3255555555556,"Francia"
"15875","Entrelacs",606,51.9,6399,123.3,45.7872222222,5.94583333333,"Francia"
"15876","Osogna",274,18.97,1046,55.14,46.316666666667,8.9833333333333,"Suiza"
"15877","Los Villares de Soria",1060,14.37,88,6.12,41.864444444444,-2.3555555555556,"España"
"15878","Riaz",1190,149.49,2098,14.03,41.283055555556,-3.4666666666667,"Suiza"
"15879","Belbeuf",37,6.56,2201,335.52,50.529722222222,2.64,"Francia"
"15880","Épeigné-les-Bois",1034,24.7,1185,47.98,47.183333333333,6.9,"Francia"
"15881","Massieu",468,10.46,747,71.41,45.439722222222,5.5963888888889,"Francia"
"15882","Leyment",251,14.18,1303,91.89,45.9233,5.295,"Francia"
"15883","Azereix",343,15.2,986,64.87,43.208611111111,-0.0080555555555556,"Francia"
"15884","Bevaix",477,10.76,3792,0.35,46.929828,6.814831,"Suiza"
"15885","Polignac",727,33.05,2899,87.7,45.069722222222,3.8594444444444,"Francia"
"15886","Villedômer",103,35.49,1359,38.29,47.221944444444,2.0683333333333,"Francia"
"15887","Bignay",14,8.73,411,47.08,45.9161,-0.6,"Francia"
"15888","Benon",21,114.763,1574,0.01,46.205336,-0.815304,"Francia"
"15889","Erching",417,27.4,24578,897.01,47.555833333333,8.8963888888889,"Francia"
"15890","Haulies",57,10.13,165,16.29,44.203055555556,0.61861111111111,"Francia"
"15891","Moral de Sayago",726,67.04,257,3.83,41.4725316,-6.1010812,"España"
"15892","Beratón",1391,41.15,47,1.14,41.716111111111,-1.8108333333333,"España"
"15893","Hortezuela de Océn",1160103,19.89,42,2.11,40.9521693,-2.4162426,"España"
"15894","Bazenville",51,4.07,137,33.66,49.145555555556,0.22555555555556,"Francia"
"15895","Nebreda",915,28.43,58,2.04,41.968888888889,-3.6347222222222,"España"
"15896","Montverdun",279,16.52,1381,83.6,45.566388888889,5.9208333333333,"Francia"
"15897","Thizy-les-Bourgs",500,44.44,6031,110.78,46.032222222222,4.3113888888889,"Francia"
"15898","Heuvelland",92,94,8167,86.9,50.516666666667,5.2333333333333,"Belgien"
"15899","Albon",172,25.62,1937,75.6,45.245555555556,4.8488888888889,"Francia"
"15900","Conilhac-Corbières",87,12.18,920,75.53,43.189404,2.716331,"Francia"
"15901","Fargues-sur-Ourbise",122,44.16,344,7.79,44.239722222222,0.155,"Francia"
"15902","La Monnerie-le-Montel",556,4.65,1722,370.32,45.871111111111,3.6011111111111,"Francia"
"15903","La Redorte",67,13.49,1161,86.06,43.252222222222,2.6530555555556,"Francia"
"15904","Olmeda de la Cuesta",902,23.23,21,1.5,40.311172,-2.47587,"España"
"15905","Lécousse",601,11.06,3233,292.05,43.26681015,-5.90084914604,"Francia"
"15906","Saint-Jean-de-Côle",27,12.7,367,28.9,45.4208,0.833333,"Francia"
"15907","Saint-Barthélemy-d'Agenais",1503,15.28,503,32.92,45.787275,7.479297,"Francia"
"15908","Carros",202,15.11,12008,815.95,37.531339,-7.75633,"Francia"
"15909","Poursiugues-Boucoue",1758,9.02,190,21.06,38.501944444444,43.416666666667,"Francia"
"15910","Feusisberg",692,17.56,465,0.26,47.187264,8.74775,"Suiza"
"15911","Gottmadingen",431,23.59,10256,0.43,47.739892,8.734642,"Alemania"
"15912","Graves-Saint-Amant",23,8.99,334,37.15,45.643888888889,-0.094166666666667,"Francia"
"15913","Barcus",211,46.93,642,13.68,43.188611111111,-0.77222222222222,"Francia"
"15914","Hettange-Grande",171,16.27,7653,470.37,49.405833333333,6.1530555555556,"Francia"
"15915","Renage",401,5.1,3557,0.7,45.334033,5.483348,"Francia"
"15916","Jemeppe-sur-Sambre",95,46.79,18162,388.2,50.466666666667,4.85,"Belgien"
"15917","Freystadt",424,80.53,8516,0.11,49.220217,11.324729,"Alemania"
"15918","Slovenska Bistrica",276,8,7603,954,46.394136552,15.570726245,"Slovenija"
"15919","Junta de Traslaloma",695,75.81,132,1.74,43.036944444444,-3.3894444444444,"España"
"15920","Sancedo",673,31,556,17.94,42.667777777778,-6.6327777777778,"España"
"15921","Loire-sur-Rhône",42,16.6,2549,0.15,47.614234,-0.979234,"Francia"
"15922","Pozaldez",7904,27.85,482,17.31,41.3721132,-4.8446431,"España"
"15923","Navamorales",994,17.53,51,2.91,40.476111111111,-5.4761111111111,"España"
"15924","Siguer",304,38.73,98,2.53,43.228055555556,1.0113888888889,"Francia"
"15925","Schüpfen",526,19.83,3374,0.17,47.038052,7.376608,"Suiza"
"15926","Longessaigne",250,11.92,595,49.92,47.242222222222,6.0213888888889,"Francia"
"15927","Hérimoncourt",62,109.06,295364,2708.27,42.235833333333,-8.7266666666667,"Francia"
"15928","Sin-le-Noble",25,11.53,15682,1360.1,50.363055555556,3.1130555555556,"Francia"
"15929","Sahune",135,16.55,313,18.91,44.9325,4.8908333333333,"Francia"
"15930","Loos-en-Gohelle",42,12.7,6751,531.57,50.457777777778,2.7933333333333,"Francia"
"15931","Saint-Jean-de-Thurigneux",286,16,771,48.19,45.952222222222,4.8822222222222,"Francia"
"15932","Beuil",14,75.65,525,6.94,43.774722222222,7.4997222222222,"Francia"
"15933","Iglesias",200,207.63,27493,132.4,39.3128,8.53432,"Italia"
"15934","Pierrelaye",46,9.21,816,0.89,49.023485,2.150611,"Francia"
"15935","Mouscardès",57,9.14,268,29.32,44.203055555556,0.61861111111111,"Francia"
"15936","Dragasani",155,44.57,22948,0.51,44.658914,24.264263,"Rumania"
"15937","Sale Marasino",314,16,3370,199,45.716666666667,10.116666666667,"Italia"
"15938","Stalpu",73,45.82,3200,69.8,45.083,26.717,"Rumania"
"15939","Grodno",137,142.11,361352,2544.73,53.666667,23.816667,"Bielorrusia"
"15940","Saint-Clar",165,17.91,1015,56.67,43.891944444444,0.77,"Francia"
"15941","Ordonnac",10,10.21,504,49.36,45.307434,-0.836509,"Francia"
"15942","Sarran",655,26.09,275,10.54,45.410277777778,1.9380555555556,"Francia"
"15943","Herm",56,2,1172,22.5,43.8075,-1.15,"Francia"
"15944","Beauvoir-sur-Mer",7,35.19,3904,110.94,46.916111111111,-2.0427777777778,"Francia"
"15945","Santa Eugènia de Berga",538,7,2248,321.14,41.902222222222,2.2841666666667,"España"
"15946","Villalba de Guardo",1133,33.85,187,5.52,42.722222222222,-4.8222222222222,"España"
"15947","Saint-Trojan-les-Bains",24,17.53,1333,71.99,55.898555,-2.131562,"Francia"
"15948","San Venanzo",418,168.86,2192,12.94,42.866666666667,12.266666666667,"Italia"
"15949","Aldehuela de Liestos",980,38.12,48,1.26,41.0642215,-1.7005882,"España"
"15950","Cihuela",841,34.15,51,1.49,41.406388888889,-1.9986111111111,"España"
"15951","Karben",320,43.94,22127,503.57,50.089666916291,17.703908920138,"Alemania"
"15952","Collado de Contreras",918,18.44,168,9.11,40.886666666667,-4.9277777777778,"España"
"15953","Gourvieille",235,3.09,68,22.01,43.339386,1.781761,"Francia"
"15954","Montferri",240,19.22,387,20.14,41.265384,1.365801,"España"
"15955","Adobes",1375,32.66,31,1.3,40.676124,-1.678802,"España"
"15956","Tordellego",115,76.56,29231,381.81,38.9887291,-0.5191539,"España"
"15957","Gilbuena",1062,15.13,64,4.23,40.415277777778,-5.6052777777778,"España"
"15958","Hemsbach",112,12.94,11968,930.64,49.590277777778,8.6563888888889,"Alemania"
"15959","Migueláñez",883,19.22,131,6.82,41.121666666667,-4.3641666666667,"España"
"15960","Aldealengua de Pedraza",1207,35.17,72,2.05,41.064444444444,-3.8061111111111,"España"
"15961","Becedillas",1063,19,84,4.42,40.537222222222,-5.325,"España"
"15962","Royuela de Río Franco",845,50.61,181,3.58,41.996666666667,-3.9566666666667,"España"
"15963","Pailhès",358,21.52,458,21.28,43.102042,1.443609,"Francia"
"15964","Alcoroches",1409,31.39,126,4.01,40.628055555556,-1.745,"España"
"15965","L'Hôpital-du-Grosbois",595,7.84,586,74.74,47.171944444444,6.2163888888889,"Francia"
"15966","Valsalobre",1220,38.08,5,0.8,40.819383333333,-1.9093111111111,"España"
"15967","Tresserre",146,11.21,1066,95.09,42.562777777778,2.83,"Francia"
"15968","Cornier",509,6.78,1333,196.61,46.092777777778,6.2997222222222,"Francia"
"15969","Jujurieux",546,15.39,2156,140.09,46.255555555556,5.655,"Francia"
"15970","Espinosa de Cerrato",860,45.28,144,3.18,41.968055555556,-3.9516666666667,"España"
"15971","Jurques",216,12.69,1078,0.08,49.017857,-0.739823,"Francia"
"15972","Aureville",203,6.8,851,125.15,43.481408,1.452848,"Francia"
"15973","Góis",204,263.72,4260,16.18,40.1557,-8.10994,"Portugal"
"15974","Chastreix",1057,45.12,229,5.08,45.512096,2.734706,"Francia"
"15975","Nicey",210,23.86,110,4.61,47.861944444444,4.3152777777778,"Francia"
"15976","Saint-Léger-de-Peyre",749,27.35,187,6.84,44.594444444444,3.3013888888889,"Francia"
"15977","Ventrosa",977,72.93,56,0.77,42.156666666667,-2.8508333333333,"España"
"15978","Varès",383,16.79,671,39.96,45.816666666667,8.8333333333333,"Italia"
"15979","Coatascorn",69,8.05,262,32.55,49.045277777778,-1.4452777777778,"Francia"
"15980","Rohrbach",584,4.07,1401,351.6,48.544,13.973,"Francia"
"15981","Chauvac-Laux-Montaux",864,24.24,42,1.73,44.321388888889,5.5255555555556,"Francia"
"15982","Plobannalec-Lesconil",15,18.17,3474,191.19,47.823333333333,-4.2297222222222,"Francia"
"15983","Puerto Seguro",639,29.38,57,1.94,40.826388888889,-6.7611111111111,"España"
"15984","Santibáñez de Valcorba",746,23.99,164,6.84,41.57,-4.4513888888889,"España"
"15985","Itero del Castillo",783,16.91,80,4.73,42.289166666667,-4.2441666666667,"España"
"15986","Pazayac",57,6.84,880,128.65,44.203055555556,0.61861111111111,"Francia"
"15987","Fell",176,15.73,2438,154.99,49.774722222222,6.78,"Alemania"
"15988","Angón",978,20.41,10,0.7,41.0666,-2.85539,"España"
"15989","Matilla de los Caños del Río",818,69.29,635,9.16,40.826111111111,-5.9430555555556,"España"
"15990","Saint-Martin-de-Clelles",707,14.72,186,12.64,44.845555555556,5.6216666666667,"Francia"
"15991","Argent-sur-Sauldre",170,67.35,2102,31.21,47.556666666667,2.4430555555556,"Francia"
"15992","La Chapelle-d'Angillon",191,10.17,629,61.85,47.363333333333,2.4330555555556,"Francia"
"15993","Cuverville",26,4.58,206,0.45,49.192679,-0.264107,"Francia"
"15994","Châteauneuf-d'Oze",361,26.23,27,1.03,45.5242,4.640954,"Francia"
"15995","El Ordial",1235,29.98,29,0.97,41.129469,-3.1156011,"España"
"15996","Torrella",135,1.14,146,128.07,38.988888888889,-0.57166666666667,"España"
"15997","Blieskastel",311,108.27,20656,190.78,49.610555555556,6.1327777777778,"Alemania"
"15998","L'Albenc",249,9.86,117,0.12,45.225,5.4405555555556,"Francia"
"15999","Rovinj",3,88,14294,183.52,45.083333333333,13.633333333333,"Croacia"
"16000","Serrières-de-Briord",198,8.03,1278,0.16,45.317448,4.763886,"Francia"
"16001","Toussus-le-Noble",157,4.02,1170,291.04,48.746944444444,2.1141666666667,"Francia"
"16002","Sabrosa",579,156.45,6361,45,41.163176,-7.789014,"Portugal"
"16003","Sarbazan",97,22.44,1176,52.41,44.018888888889,-0.31166666666667,"Francia"
"16004","Vaulx-Milieu",230,9.02,2553,283.04,45.6125,5.1811111111111,"Francia"
"16005","Loon op Zand",12,50.71,23327,461,51.6275,5.0758,"Paises Bajos"
"16006","Gargilesse-Dampierre",153,15.72,285,18.13,46.513611111111,1.5969444444444,"Francia"
"16007","Pougnadoresse",91,7.65,246,32.16,44.558611111111,4.7508333333333,"Francia"
"16008","Tobed",638,37.93,214,5.64,41.3383824,-1.4001128,"España"
"16009","San Miguel de Corneja",1063,6,57,9.5,40.486666666667,-5.2875,"España"
"16010","Sant Sadurní d'Osormort",526,30.6,78,2.55,41.903611111111,2.3825,"España"
"16011","Raismes",61,33.31,12587,377.87,50.4549568,3.951958,"Francia"
"16012","Bardallur",276,27.57,254,9.21,41.6839075,-1.2122682,"España"
"16013","Langeais",45,64.55,4666,72.29,47.325555555556,0.40611111111111,"Francia"
"16014","Eurville-Bienville",162,20.73,2065,99.61,48.585,5.0366666666667,"Francia"
"16015","Fouquières-lès-Lens",35,4.14,6409,1.55,50.514632,2.611873,"Francia"
"16016","L'Isle-sur-le-Doubs",295,10.67,2997,280.88,47.447777777778,6.5861111111111,"Francia"
"16017","Saint-Gibrien",749,94.95,78412,825.82,42.016666666667,-4.5333333333333,"Francia"
"16018","Vaux-les-Prés",240,5.14,362,70.43,47.236111111111,5.8833333333333,"Francia"
"16019","Croix",34,4.44,21317,4801.1,50.674722222222,3.1538888888889,"Francia"
"16020","Longueil-Sainte-Marie",43,17,1919,112.88,49.356666666667,2.7177777777778,"Francia"
"16021","Nogent-sur-Oise",35,7.46,20033,2685.39,49.274722222222,2.4675,"Francia"
"16022","Vallfogona de Riucorb",575,10.95,91,8.31,41.56312,1.23697,"España"
"16023","Saint-Jean-de-la-Blaquière",27,17.22,639,37.11,43.715,3.42278,"Francia"
"16024","Vallerotonda",273,59.65,1532,29.49,42.658852777778,13.703911111111,"Italia"
"16025","Nole",370,11.3,6895,607,45.25,7.5833333333333,"Italia"
"16026","Cascajares de la Sierra",923,13,37,2.85,42.061666666667,-3.3994444444444,"España"
"16027","Domažlice",428,24.61,11243,0.46,49.440605680467,12.929798039263,"Republica Checa"
"16028","Murist",381,12.34,20445,1656.81,47.3923,8.0446,"Suiza"
"16029","Paudex",426,5.84,17624,3017.81,46.516666666667,6.6666666666667,"Suiza"
"16030","Saint-Esteben",142,13.71,411,29.98,43.338333333333,-1.2086111111111,"Francia"
"16031","Carbay",67,7.63,249,32.63,47.73199,-1.219012,"Francia"
"16032","Bihucourt",426,4.67,351,75.16,47.486111111111,6.9252777777778,"Francia"
"16033","Bussac",700,16.84,397,23.57,40.4333,-3.68333,"Francia"
"16034","Treilles",125,12.42,247,19.89,42.923333333333,2.9438888888889,"Francia"
"16035","Sant Martí de Tous",465,38.84,1235,31.8,41.561944444444,1.5247222222222,"España"
"16036","Les Contamines-Montjoie",1184,43.55,1167,14.35,45.821666666667,6.7291666666667,"Francia"
"16037","Dampierre-les-Bois",365,4.72,1635,346.4,47.506944444444,6.9119444444444,"Francia"
"16038","Saint-André-lez-Lille",20,3.16,12608,3989.87,50.660277777778,3.0438888888889,"Francia"
"16039","San Bonifacio",33,33.92,20774,612.4,45.4,11.283333333333,"Italia"
"16040","Mézidon-Canon",23,10.92,4838,443.04,49.0736111111,-0.07,"Francia"
"16041","Breitenwang",840,18.9,1423,75.29,48.8975,9.1919444444444,"Austria"
"16042","Le Plessis-Grammoire",30,9.14,2381,260.5,47.472777777778,-0.55555555555556,"Francia"
"16043","Villette-sur-Ain",235,19.38,755,38.96,46.21,5.2375,"Francia"
"16044","Sestola",960,52.39,2490,50,44.233333333333,10.766666666667,"Italia"
"16045","Maarssen",243,30.86,39752,1288.14,52.1725,4.9986,"Paises Bajos"
"16046","Chamblanc",128,10.21,459,44.96,47.7975,3.5669444444444,"Francia"
"16047","Ennezat",317,18.31,2484,135.66,45.897777777778,3.2236111111111,"Francia"
"16048","Gemonio",306,3.7,2871,0.78,45.877981,8.67813,"Italia"
"16049","Fontrieu",375,102.62,947,9.23,44.097777777778,3.0777777777778,"Francia"
"16050","Genech",44,7.46,2702,362.2,50.881078333333,3.4000994444444,"Francia"
"16051","Kehlen",316,28.18,4887,173.4,49.633333333333,6,"Luxemburgo"
"16052","L'Aquila",682,466,69627,135,42.354008333333,13.391991666667,"Italia"
"16053","Les Lucs-sur-Boulogne",66,53.15,3463,65.16,46.843888888889,-1.4936111111111,"Francia"
"16054","Marche-en-Famenne",246,121.4,17134,141.1,50.23,5.52,"Belgien"
"16055","Marèo - Enneberg - Marebbe",1198,161.6,2911,18,46.733333333333,12.216666666667,"Italia"
"16056","Tonnay-Boutonne",19,22.73,1151,50.64,45.967777777778,-0.70666666666667,"Francia"
"16057","Lutry",383,8.46,9651,1140.78,46.5,6.6833333333333,"Suiza"
"16058","Rouffignac",290,14.62,422,28.86,45.047777777778,0.97722222222222,"Francia"
"16059","Valdampierre",77,8.67,936,107.96,50.289166666667,2.78,"Francia"
"16060","Meysse",91,19.18,1319,68.77,44.558611111111,4.7508333333333,"Francia"
"16061","Saint-Julien-de-Crempse",143,11.18,225,20.13,44.951944444444,0.52444444444444,"Francia"
"16062","Lanvéoc",69,19.21,2095,109.06,48.285833333333,-4.4622222222222,"Francia"
"16063","Löhne",30,59.41,25784,0.43,52.697117,8.216189,"Alemania"
"16064","Mouthoumet",156,13.73,107,7.79,43.604444444444,1.4438888888889,"Francia"
"16065","Verson",46,10.36,3616,349.03,49.155,-0.4525,"Francia"
"16066","Agneaux",57,6.5,4027,619.54,49.116666666667,-1.1111111111111,"Francia"
"16067","Freney",481006160,11.13,103,9.25,45.833611111111,6.865,"Francia"
"16068","Montseveroux",250,16.48,961,58.31,47.242222222222,6.0213888888889,"Francia"
"16069","Juvinas",673,8.43,172,20.4,44.710555555556,4.3055555555556,"Francia"
"16070","Montsalier",91,23.81,139,5.84,44.558611111111,4.7508333333333,"Francia"
"16071","Taugon",7,15.7,791,50.38,46.308333333333,-0.83444444444444,"Francia"
"16072","Las Veguillas",1050,43.7,281,6.43,40.716388888889,-5.8311111111111,"España"
"16073","Abarca de Campos",758,11.39,44,3.86,42.060277777778,-4.8433333333333,"España"
"16074","La Roche-de-Rame",957,40.53,824,20.33,44.75,6.5805555555556,"Francia"
"16075","Romanillos de Atienza",1105,24.01,36,1.5,41.275833333333,-2.8944444444444,"España"
"16076","Bagnoles-de-l'Orne-Normandie",196,9.26,2697,0.29,48.569027,-0.415552,"Francia"
"16077","Grèzes",1148,16.21,180,16.3,44.6272,1.82,"Francia"
"16078","Romano d'Ezzelino",132,21,14407,0.69,45.773333333333,11.777777777778,"Italia"
"16079","Saint-Coulomb",33,18.04,2707,150.06,48.675,-1.9116666666667,"Francia"
"16080","Sennecey-lès-Dijon",209,3.42,2101,0.61,46.638737,4.869307,"Francia"
"16081","Serravalle Scrivia",213,16.02,5993,388,44.7225,8.8602777777778,"Italia"
"16082","Plessis-Saint-Jean",138,11.02,216,19.6,48.352222222222,3.3058333333333,"Francia"
"16083","Villechenève",250,14.15,883,62.4,47.242222222222,6.0213888888889,"Francia"
"16084","Isbergues",23,14.37,8845,615.52,50.623333333333,2.4566666666667,"Francia"
"16085","Bellême",175,1.71,1565,856.14,48.376691,0.559728,"Francia"
"16086","Bertholène",598,46.96,1029,0.02,44.395559,2.776749,"Francia"
"16087","Zapardiel de la Ribera",1349,43.88,116,2.64,40.355555555556,-5.3286111111111,"España"
"16088","Doussard",481,20.14,3592,178.35,45.775555555556,6.2205555555556,"Francia"
"16089","Es Mercadal",58,138.34,5038,36.42,39.987222222222,4.0933333333333,"España"
"16090","Somma Lombardo",273,30,17919,573,45.683333333333,8.7,"Italia"
"16091","Chablis",142,38.83,23,0.06,47.815083,3.800859,"Francia"
"16092","Navacepedilla de Corneja",1255,29.5,92,3.12,40.4858066,-5.1843419,"España"
"16093","Oberursel",212,45.37,46248,1019.35,50.202777777778,8.5769444444444,"Alemania"
"16094","Gisors",56,16.67,11537,692.08,49.280555555556,1.7763888888889,"Francia"
"16095","Saint-Julien",481,10.59,14476,1366.9,43.569166666667,2.9261111111111,"Francia"
"16096","Rello",1070,24.39,14,0.57,41.332777777778,-2.7497222222222,"España"
"16097","Cinq-Mars-la-Pile",46,20.11,3566,177.32,47.3475,0.46166666666667,"Francia"
"16098","Portogruaro",4,102.22,24959,247.3,45.783333333333,12.833333333333,"Italia"
"16099","Saint-Androny",8,11.65,551,47.3,45.189722222222,-0.64972222222222,"Francia"
"16100","Berehove",115,19,23732,1249.05,48.2025,22.6375,"Ucrania"
"16101","Sousceyrac-en-Quercy",570,140.3,1351,9.63,44.8741666667,2.03638888889,"Francia"
"16102","Nachamps",94,4.18,194,46.41,45.649444444444,0.15944444444444,"Francia"
"16103","Chambly",86,12.87,10305,800.7,49.1667,2.24806,"España"
"16104","Pontedeva",148,9.9,511,51.62,42.168611111111,-8.1391666666667,"España"
"16105","Satolas-et-Bonce",233,16.8,2419,143.99,45.693333333333,5.1305555555556,"Francia"
"16106","Oltingue",398,13.42,686,51.12,47.491388888889,7.3916666666667,"Francia"
"16107","Gondecourt",61,8.22,4055,493.31,50.4549568,3.951958,"Francia"
"16108","Brandivy",78,25.88,1280,49.46,48.166666666667,-1.6666666666667,"Francia"
"16109","Soudat",201,8.82,92,10.43,45.624166666667,0.56472222222222,"Francia"
"16110","Suellacabras",1196,39.19,25,0.64,41.8525,-2.2233333333333,"España"
"16111","Pieve di Soligo",126,19,12057,637,45.883333333333,12.166666666667,"Italia"
"16112","Heerhugowaard",1,39.97,56742,1419.61,52.7,5.2833333333333,"Paises Bajos"
"16113","Saint-Germain-lès-Corbeil",157,4.93,7462,1.51,48.6206,2.48917,"Francia"
"16114","Miedes de Aragón",758,55.38,433,7.82,41.2574212,-1.4915584,"España"
"16115","Loupfougères",220,18.76,400,21.32,48.338557,-0.348703,"Francia"
"16116","Valravillon",179,37.05,1762,47.56,49.563333333333,3.6236111111111,"Francia"
"16117","Menville",130,5.07,768,151.48,43.6775,1.19389,"Francia"
"16118","Sarreguemines",205,29.67,20783,700.47,49.110555555556,7.0672222222222,"Francia"
"16119","Dives-sur-Mer",5,6.46,5546,858.51,49.285555555556,-0.10111111111111,"Francia"
"16120","Trégueux",117,14.57,8432,578.72,48.490555555556,-2.7380555555556,"Francia"
"16121","Fouchères",172,8.58,535,62.35,48.169164,3.139445,"Francia"
"16122","Arue",32,16,335,20.94,37.001427,136.92043,"Francia"
"16123","Portieux",327,7.9,1258,159.24,48.173611111111,6.4516666666667,"Francia"
"16124","Katwijk",8,31.13,65302,2097.72,52.2008,4.4153,"Paises Bajos"
"16125","Loriol-du-Comtat",41,11.29,2603,230.56,44.076388888889,5.0005555555556,"Francia"
"16126","Monchy-Saint-Éloi",124,3.88,2164,0.56,49.2927,2.46077,"Francia"
"16127","San Gimignano",331,138,7774,51,43.467719,11.043221,"Italia"
"16128","Saint-Pierre-Bellevue",643,32.78,210,6.41,45.915833333333,1.8883333333333,"Francia"
"16129","Malissard",148,10.17,3201,314.75,44.901388888889,4.9566666666667,"Francia"
"16130","Benagues",9,30.76,46771,1520.51,41.307222222222,2.0038888888889,"Francia"
"16131","Goudargues",84,30.27,1100,36.34,44.215555555556,4.4658333333333,"Francia"
"16132","Montagna in Valtellina",747,48,3041,60,46.183333333333,9.9,"Italia"
"16133","Ponsacco",24,19,15539,781.64,43.616666666667,10.633333333333,"Italia"
"16134","Seveso",211,7.34,23474,2734,45.6474,9.1387,"Italia"
"16135","Tauberbischofsheim",182,69.04,13231,190.87,49.6225,9.6627777777778,"Alemania"
"16136","Thézan-des-Corbières",125,26.38,528,20.02,43.103516,2.769772,"Francia"
"16137","Tirano",205,32.47,9238,284.5,46.216388888889,10.168888888889,"Italia"
"16138","Verfeuil",43,25.97,600,23.1,42.6975,2.8947222222222,"Francia"
"16139","La Celle-les-Bordes",168,22.6,834,36.9,48.64,1.955,"Francia"
"16140","Gurgy",90,13.12,1716,130.79,47.866388888889,3.5602777777778,"Francia"
"16141","Villar y Velasco",978,61.77,77,1.25,40.14024215,-2.41632697601,"España"
"16142","Richelieu",62,5.09,1736,341.1,47.014166666667,0.32361111111111,"Francia"
"16143","Eynesse",24,7.59,587,77.34,44.825,0.15444444444444,"Francia"
"16144","Chevrainvilliers",103,8.95,242,27.04,47.221944444444,2.0683333333333,"Francia"
"16145","Puurs",6,33.41,17452,522,51.0761,4.2803,"Belgien"
"16146","Grayan-et-l'Hôpital",5,45.4,134,0.03,45.444545,-1.08416,"Francia"
"16147","Caubiac",280,7.99,382,47.81,43.714166666667,1.0852777777778,"Francia"
"16148","La Celle-Dunoise",244,29.11,542,18.62,46.309722222222,1.77,"Francia"
"16149","Marcillac-Saint-Quentin",229,16.46,792,48.12,44.950555555556,1.2130555555556,"Francia"
"16150","Torrecilla del Rebollar",1142,63.71,124,1.95,40.9101277,-1.0719899,"España"
"16151","Château-Chinon (Ville)",472,4.28,2071,458.88,47.0647,3.93222,"Francia"
"16152","Crouy",110,10.38,2905,279.87,48.298888888889,4.0780555555556,"Francia"
"16153","Sermide",12,56,6089,116,45,11.3,"Italia"
"16154","Merchtem",24,36.72,16294,443.74,50.916666666667,4.3,"Belgien"
"16155","Arbas",415,7.32,269,36.7,42.9958,0.908,"Francia"
"16156","Castelfiorentino",69,66.56,17283,259.66,43.610833333333,10.97,"Italia"
"16157","Dinslaken",30,47.67,67525,1416.51,51.566666666667,6.7333333333333,"Alemania"
"16158","Girton CP (S Cambs)",22,0.767,2212,2882,52.208055555556,0.1225,"Reino Unido"
"16159","Le Mesnil-en-Thelle",46,6.09,2229,366.01,49.178055555556,2.2861111111111,"Francia"
"16160","Ongles",637,31.46,363,11.54,44.0282,5.733112,"Francia"
"16161","Péroy-les-Gombries",625,284.98,74746,262.29,38.983333333333,-3.9166666666667,"Francia"
"16162","Tassarolo",210,7.09,650,84.77,45.81025,9.0861388888889,"Italia"
"16163","Zoufftgen",311,16.7,1222,73.17,49.610555555556,6.1327777777778,"Francia"
"16164","Anjou",301,5.03,1036,206,47.466666666667,-0.55,"Francia"
"16165","Sainte-Pazanne",18,41.56,6774,162.99,47.103055555556,-1.8108333333333,"Francia"
"16166","Sestrica",572,40.75,352,8.64,41.4870385,-1.594946,"España"
"16167","La Membrolle-sur-Choisille",61,6.87,3324,483.84,47.438055555556,0.63944444444444,"Francia"
"16168","Cubel",1108,58.62,155,2.64,41.0975232,-1.6348157,"España"
